objectID,department,objectName,title,final_group
63140,Asian Art,Tea jar,Tea jar,jar
198939,European Sculpture and Decorative Arts,Storage or pharmacy jar,Storage or pharmacy jar,jar
42221,Asian Art,Vase,Vase with flowers and birds of the four seasons,vase
196567,European Sculpture and Decorative Arts,Wine bottle,Wine bottle,bottle
44741,Asian Art,Jar,Jar,jar
52939,Asian Art,Vase,Vase,vase
871864,European Sculpture and Decorative Arts,Vase,Vase with leaves and seed pods,vase
57370,Asian Art,Jar,Jar,jar
63550,Asian Art,Bottle,Bottle,bottle
52972,Asian Art,Vase,Vase,vase
47401,Asian Art,Vase,Meiping vase with floral scrolls,vase
52804,Asian Art,Bottle,Wine Bottle with Landscape Scenes,bottle
450944,Islamic Art,Ewer,Ewer,pitcher
892635,Asian Art,Jar,Jar decorated with dragons,jar
46840,Asian Art,Vase,Vase,vase
201732,European Sculpture and Decorative Arts,Vase,Vase (cuvette à fleurs Courteille),vase
42393,Asian Art,Jar,Jar,jar
206328,European Sculpture and Decorative Arts,Water bottle or flask,Water bottle or flask,bottle
309469,The Michael C. Rockefeller Wing,Jar,Storage jar,jar
50841,Asian Art,Vase,Vase,vase
465873,Medieval Art,Jar,Jar,jar
52065,Asian Art,Vase,Miniature vase,vase
465876,Medieval Art,Jar,Jar,jar
466579,Medieval Art,Vase,Vase,vase
62754,Asian Art,Tea jar,Tea Jar,jar
194232,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
48272,Asian Art,Jar with cover,Jar with Cover,jar
44756,Asian Art,Jar,Leys Jar,jar
46634,Asian Art,Vase,Vase,vase
308629,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
44454,Asian Art,Covered jar,Covered Jar,jar
309497,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figure,bottle
317793,The Michael C. Rockefeller Wing,Bottle,Bottle in the shape of a feline,bottle
52470,Asian Art,Water jar,"Water Jar with Dragon, Mount Fuji, Kirin, Cockerels, and Auspicious Motifs",jar
316886,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
42474,Asian Art,Vase,Vase with Peony Scroll,vase
48579,Asian Art,Covered jar,Covered Jar,jar
52739,Asian Art,Jar,Jar,jar
47186,Asian Art,Bottle,Bottle,bottle
460143,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
309713,The Michael C. Rockefeller Wing,Vessel with lid,Yoke-form vessel,vessel
460168,Robert Lehman Collection,Vase,Vase (vaso),vase
46797,Asian Art,Vase,Vase,vase
314678,The Michael C. Rockefeller Wing,Bottle,Seated Figure Bottle,bottle
52765,Asian Art,Jar,Jar with Mythical Qilin amidst Tree Peonies,jar
47072,Asian Art,Jar,Jar,jar
202473,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
46586,Asian Art,Jar,Jar with floral scrolls,jar
314626,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle,bottle
446844,Islamic Art,Jar,Jar,jar
206392,European Sculpture and Decorative Arts,Vase,Vase,vase
63539,Asian Art,Jar with lid,Four-Legged Jar with Lid,jar
47558,Asian Art,Bottle,Bottle,bottle
47440,Asian Art,Vase,Vase,vase
771050,European Sculpture and Decorative Arts,Miniature vase,Miniature vase in form of a cactus flower,vase
208421,European Sculpture and Decorative Arts,Vase,Vase,vase
52682,Asian Art,Vase,Vase,vase
308523,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with feline,bottle
50186,Asian Art,Water jar,Freshwater Jar (Mizusashi) with Pines,jar
48244,Asian Art,Vase,Vase,vase
312603,The Michael C. Rockefeller Wing,Jar,Jar,jar
308359,The Michael C. Rockefeller Wing,Bottle,Double-Spout Bottle: Felines,bottle
62713,Asian Art,Water jar,Water Jar,jar
53765,Asian Art,Jar,Jar with scholars,jar
48654,Asian Art,Vase,Vase,vase
190648,European Sculpture and Decorative Arts,Jug,Jug,jug
47218,Asian Art,Vase,Hanging Vase,vase
309512,The Michael C. Rockefeller Wing,Bottle,Bottle: Owl,bottle
316720,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle: Frog,bottle
308513,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Pumas,bottle
310602,The Michael C. Rockefeller Wing,Vessel,Face Jar,jar
46939,Asian Art,Vase,Vase,vase
63131,Asian Art,Tea jar,Tea jar,jar
448986,Islamic Art,Ewer,Ewer,pitcher
49266,Asian Art,Jar,Jar,jar
47787,Asian Art,Jar,Jar,jar
62602,Asian Art,Tea jar,Tea Jar,jar
52398,Asian Art,Bottle with cover,Bottle with Cover,bottle
194439,European Sculpture and Decorative Arts,Ewer,Ewer (Schnabelkanne),pitcher
47119,Asian Art,Jar and cover,Jar and cover,jar
47687,Asian Art,Vase,Vase,vase
46568,Asian Art,Vase,Minature vase,vase
51133,Asian Art,Vase,Vase decorated with bats and peaches amid scrolling floral vines,vase
308534,The Michael C. Rockefeller Wing,Jar,Warrior Head Jar,jar
47308,Asian Art,Bottle,Bottle,bottle
42406,Asian Art,Ewer,Covered Ewer,pitcher
308463,The Michael C. Rockefeller Wing,Bottle,Gourd-shaped bottle,bottle
198669,European Sculpture and Decorative Arts,Vase,Vase,vase
48590,Asian Art,Vase,"Vase with dragon, phoenixes, and butterflies",vase
72312,Asian Art,Bottle,"Bottle Decorated with ""Three Friends"" Pine, Bamboo and Plum",bottle
52024,Asian Art,Vase,Vase with peony and magnolia,vase
47320,Asian Art,Vase,Vase with openwork pattern of flowers,vase
200879,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
52712,Asian Art,Wine vessel,Wine Vessel with Daoist Immortals,vessel
194390,European Sculpture and Decorative Arts,Water jug,Water jug,jug
651289,The Cloisters,Jug,Green Glazed Jug,jug
476296,Medieval Art,Jug,Jug,jug
46762,Asian Art,Jar,Jar with floral medallions,jar
191213,European Sculpture and Decorative Arts,Vase,Vase,vase
47117,Asian Art,Jar with cover,Jar with Cover,jar
47299,Asian Art,Jar,Jar,jar
52039,Asian Art,Vase,Vase with Village Scene,vase
308417,The Michael C. Rockefeller Wing,Bottle,Stirrup spout bottle with figure with llama headdress,bottle
447286,Islamic Art,Ewer,Ewer,pitcher
63941,Asian Art,Flower vase,Flower vase,vase
47686,Asian Art,Vase,Vase,vase
51044,Asian Art,Covered jar,Covered Jar,jar
449068,Islamic Art,Jar,Jar,jar
49305,Asian Art,Vase,Vase,vase
449652,Islamic Art,Jar,Jar,jar
47785,Asian Art,Vase,Vase,vase
449419,Islamic Art,Jar,Jar,jar
309132,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Face,bottle
316711,The Michael C. Rockefeller Wing,Vessel,Vessel with Seated Lord,vessel
48713,Asian Art,Vase,Vase with floral scrolls,vase
308538,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Kneeling Warrior,bottle
310704,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Vessel with Duck Head,bottle
308424,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
314628,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
194637,European Sculpture and Decorative Arts,Jug,Jug,jug
668677,The Cloisters,Jug,Barrel-Shaped Jug with a Fox and a Rooster,jug
40960,Asian Art,Vase,Wall Vase,vase
50329,Asian Art,Wine bottle,Sake Bottle (Tokkuri) with Chinese Character Meaning “Treasure”,bottle
62588,Asian Art,Tea jar,Tea Jar,jar
207777,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
465878,Medieval Art,Jug,Jug,jug
52679,Asian Art,Vase,Vase,vase
309484,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Deer,bottle
479662,The Cloisters,Jug,Face Jug,jug
471755,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
49204,Asian Art,Ewer,Ewer with phoenix,pitcher
40095,Asian Art,Jar,Jar,jar
46673,Asian Art,Bottle vase,Bottle vase,vase
188541,European Sculpture and Decorative Arts,Albarello,Albarello,jar
194488,European Sculpture and Decorative Arts,Hot milk jug,Hot milk jug,jug
191206,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
308713,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
51183,Asian Art,Vase,Quadruple Vase,vase
48746,Asian Art,Vase,Vase,vase
307865,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle with Bird Head,bottle
76452,Asian Art,Vase,Vase with Scene from The Story of the Blue Robe,vase
51015,Asian Art,Vase,Vase,vase
771081,European Sculpture and Decorative Arts,Vase,Vase with crane motifs and ring handles,vase
446840,Islamic Art,Jar,Jar,jar
47591,Asian Art,Bottle,Bottle,bottle
198972,European Sculpture and Decorative Arts,Pharmacy jar with cover,Lidded pharmacy jar with the personification of Fortuna,jar
461210,Robert Lehman Collection,Vase,"Quatrefoil vase, Jun ware",vase
308642,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
52034,Asian Art,Covered jar,Covered Jar,jar
667259,Asian Art,Sake bottle,Sake bottle,bottle
47873,Asian Art,Bottle,Bottle,bottle
45894,Asian Art,Vase,Vase,vase
47792,Asian Art,Vase,Vase with figures in a garden,vase
205936,European Sculpture and Decorative Arts,Vase,Vase,vase
204372,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
49318,Asian Art,Ewer,Ewer with Strap Handle and Floral Decoration,pitcher
47404,Asian Art,Covered jar,Covered Jar,jar
46739,Asian Art,Jar,Jar with butterflies,jar
44743,Asian Art,Vase,Vase with horses in waves,vase
42205,Asian Art,Vase,Vase with Basket of Auspicious Flowers,vase
204513,European Sculpture and Decorative Arts,Vase,Vase with love motifs,vase
447789,Islamic Art,Jar,Jar,jar
52569,Asian Art,Vase,Vase,vase
475750,Medieval Art,Jar,Jar,jar
47615,Asian Art,Wine bottle,Wine Bottle,bottle
199533,European Sculpture and Decorative Arts,Book flask,Book flask,flask
308714,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
449560,Islamic Art,Jar,Jar,jar
314690,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle; Kneeling Figure,bottle
46796,Asian Art,Vase,Vase,vase
448432,Islamic Art,Bottle,Bottle,bottle
48251,Asian Art,Vase,Vase,vase
194239,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
47216,Asian Art,Vase,Vase for a Pillar,vase
47890,Asian Art,Vase,Vase,vase
187829,European Sculpture and Decorative Arts,Vase,Vase,vase
194287,European Sculpture and Decorative Arts,Jug,Jug (chevrette),jug
42438,Asian Art,Urn,Funerary jar,jar
62867,Asian Art,Vase,Vase,vase
47803,Asian Art,Jar,Jar,jar
50839,Asian Art,Vase,Vase with scenes and poems from Farming and Weaving,vase
453457,Islamic Art,Ewer,Ewer with Floral Design,pitcher
46746,Asian Art,Jar,Jar,jar
52945,Asian Art,Bottle,Sake Bottle (Tokkuri) with Bird on a Rock under Willow Tree,bottle
308526,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Bird and Snake,bottle
62571,Asian Art,Bottle,Bottle,bottle
46223,Asian Art,Jar,Jar with geometric pattern,jar
46564,Asian Art,Vase,Vase,vase
204382,European Sculpture and Decorative Arts,Jug,Jug,jug
46559,Asian Art,Vase,Vase,vase
48343,Asian Art,Vase,Double gourd vase,vase
62772,Asian Art,Tea jar,Tea Jar,jar
194639,European Sculpture and Decorative Arts,Jug,Jug,jug
309376,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figure,bottle
194392,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
748327,Asian Art,Wall vase,Wall vase in the form of a peacock,vase
460272,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
49295,Asian Art,Apothecary bottle,Apothecary bottle,bottle
476258,Medieval Art,Amphora,Amphora,amphora
63126,Asian Art,Tea jar,Tea jar,jar
449905,Islamic Art,Ewer,Ewer,pitcher
204671,European Sculpture and Decorative Arts,Vase,Vase,vase
51003,Asian Art,Bottle,Bottle,bottle
478438,Medieval Art,Jug,Jug,jug
52971,Asian Art,Bottle,Bottle,bottle
449771,Islamic Art,Ewer,Ewer,pitcher
452036,Islamic Art,Ewer,Ewer,pitcher
57489,Asian Art,Vase,Vase,vase
46991,Asian Art,Square bottle,Square Bottle,bottle
476282,Medieval Art,Jug,Jug,jug
39513,Asian Art,Urn,Covered urn with geometric decoration,jar
197580,European Sculpture and Decorative Arts,Wall vase,Wall vase,vase
47619,Asian Art,Vase,Vase,vase
444496,Islamic Art,Bottle,Pear-Shaped Bottle with a Bullock Design,bottle
450930,Islamic Art,Jar,Jar,jar
460132,Robert Lehman Collection,Albarello,Apothecary Jar (albarello),jar
701291,Asian Art,Vase,Square-form vase with decoration of Su Shi’s first and second “Rhapsody on Red Cliff”,vase
315677,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle with Fanged Face,bottle
50355,Asian Art,Wine ewer with lid,Wine Ewer with Lid,pitcher
42228,Asian Art,Vase,Vase in Meiping Shape,vase
47622,Asian Art,Vase,"Meiping vase  with peach, pomegranade, and fingered citron",vase
309338,The Michael C. Rockefeller Wing,Bottle,Whistling Stirrup Spout Bottle with Figure,bottle
330104,Medieval Art,Pharmacy Jar,Pharmacy Jar,jar
478436,Medieval Art,Jug,Jug,jug
670806,European Sculpture and Decorative Arts,Vase,Bottle vase,vase
444503,Islamic Art,Ewer,Ewer,pitcher
49909,Asian Art,Ewer,Ewer with loop handles,pitcher
310215,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
444481,Islamic Art,Ewer,Ewer,pitcher
451619,Islamic Art,Vase,Vase,vase
460280,Robert Lehman Collection,Apothecary jug,Maiolica: Apothecary jug (brocca),jug
197224,European Sculpture and Decorative Arts,Albarello,Albarello,jar
53773,Asian Art,Jar,Jar,jar
476300,Medieval Art,Jar,Jar,jar
460147,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
208040,European Sculpture and Decorative Arts,Vase,Vase,vase
444517,Islamic Art,Bottle,Bottle,bottle
45883,Asian Art,Vase,Vase with birds and flowers,vase
193064,European Sculpture and Decorative Arts,Jug,Jug,jug
62681,Asian Art,Jar,Jar,jar
48765,Asian Art,Vase,Vase,vase
42272,Asian Art,Vase,Vase with flowers,vase
210783,European Sculpture and Decorative Arts,Milk jug,Milk jug,jug
670992,Asian Art,Jar,Widemouthed Oil Jar (Kame) with Wave Pattern,jar
42208,Asian Art,Vase,Vase,vase
46968,Asian Art,Square flask,Square Flask,flask
49270,Asian Art,Storage jar,Storage jar,jar
476251,Medieval Art,Amphora,Amphora,amphora
449906,Islamic Art,Ewer,Ewer,pitcher
50305,Asian Art,Jar,Jar,jar
46665,Asian Art,Vase,Vase,vase
52916,Asian Art,Vase,Vase,vase
451873,Islamic Art,Vase,Vase,vase
475416,Medieval Art,Ampulla (Flask) of Saint Menas,Ampulla (Flask) of Saint Menas,flask
51020,Asian Art,Vase,Vase with Elephant Heads and Cloud Designs,vase
187701,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
50837,Asian Art,Vase,Vase with figural scenes,vase
853981,Asian Art,Ewer,Ewer with makara spout with lotus-form cover,pitcher
450943,Islamic Art,Jar,Jar,jar
476266,Medieval Art,Amphora,Amphora,amphora
308380,The Michael C. Rockefeller Wing,Jar,Collared jar with birds,jar
46547,Asian Art,Vase,Vase,vase
48551,Asian Art,Vase,Vase,vase
460665,Robert Lehman Collection,Ewer,Small ewer,pitcher
42257,Asian Art,Vase,Vase with Animals and Mythical Creatures,vase
448447,Islamic Art,Ewer,Ewer,pitcher
49352,Asian Art,Vase,"Vase decorated with flowers, birds, and poems",vase
196360,European Sculpture and Decorative Arts,Vase with stopper,Vase with stopper,vase
63526,Asian Art,Sake bottle,Sake bottle,bottle
190474,European Sculpture and Decorative Arts,Vase,Vase,vase
192830,European Sculpture and Decorative Arts,Vase,Vase,vase
50694,Asian Art,Vase,Meiping (Plum) Vase with Bamboo and Rocks,vase
47215,Asian Art,Bottle,Bottle,bottle
460277,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
771034,European Sculpture and Decorative Arts,Lidded jar,"""Alhambra"" vase with lid",jar
48844,Asian Art,Bottle,Bottle with an entwined dragon,bottle
36454,Asian Art,Jar,Jar with Floral Design,jar
47647,Asian Art,Vase,Vase with floral scrolls,vase
463554,Medieval Art,Jug,Jug with Figure in Profile,jug
42358,Asian Art,Vase,Vase,vase
188645,European Sculpture and Decorative Arts,Milk or hot water jug,Milk or hot water jug (?),jug
47527,Asian Art,Vase,Vase,vase
199320,European Sculpture and Decorative Arts,Jug,Jug,jug
47327,Asian Art,Vase,Vase,vase
48643,Asian Art,Vase,Vase,vase
51130,Asian Art,Vase,Vase,vase
52040,Asian Art,Vase,Vase,vase
50742,Asian Art,Vase,Square vase,vase
188765,European Sculpture and Decorative Arts,Vase,Vase,vase
448696,Islamic Art,Pilgrim flask,Pilgrim Flask,flask
208397,European Sculpture and Decorative Arts,Vase,Vase,vase
47923,Asian Art,Flower vase,Flower Vase,vase
446936,Islamic Art,Jar,Jar,jar
46687,Asian Art,Vase,Vase,vase
48669,Asian Art,Vase,Vase,vase
460184,Robert Lehman Collection,Apothecary bottle,Apothecary bottle (fiasca da farmacia),bottle
62555,Asian Art,Tea jar,Tea Jar,jar
187828,European Sculpture and Decorative Arts,Vase,Vase,vase
42421,Asian Art,Jar,Water Jar,jar
50783,Asian Art,Vase,Vase,vase
48767,Asian Art,Vase,Vase with Birthday Reception for General Guo Ziyi,vase
57425,Asian Art,Bottle,Bottle,bottle
188976,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
309399,The Michael C. Rockefeller Wing,Jar,Miniature Jar,jar
48726,Asian Art,Jar with cover,Jar with Cover,jar
63020,Asian Art,Wine bottle,Wine bottle,bottle
445301,Islamic Art,Jar,Jar,jar
848444,European Sculpture and Decorative Arts,Jug,Jug with baptism of Christ,jug
62916,Asian Art,Vase,Vase in form of a Funamushi,vase
52732,Asian Art,Jar,Jar,jar
194588,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
39590,Asian Art,Vase,Maebyeong (plum bottle) decorated with cranes and clouds,bottle
444451,Islamic Art,Vase,Vase,vase
46915,Asian Art,Vase,Vase,vase
461224,Robert Lehman Collection,Vase,Vase,vase
310521,The Michael C. Rockefeller Wing,Bottle,Sea Lion Hunt Bottle,bottle
309482,The Michael C. Rockefeller Wing,Bottle,Llama Bottle,bottle
204377,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
52066,Asian Art,Bottle,Bottle,bottle
42247,Asian Art,Jar,Water Jar with Swirling Clouds,jar
57522,Asian Art,Jar,Jar with small loop handles,jar
208181,European Sculpture and Decorative Arts,Vase,Vase,vase
50885,Asian Art,Ewer,Ewer,pitcher
310359,The Michael C. Rockefeller Wing,Jar,Bird Jar,jar
62692,Asian Art,Tea jar,Tea Jar,jar
47680,Asian Art,Bottle,Large Bottle,bottle
856856,Asian Art,Vessel,Ceremonial vessel with animal heads,vessel
42498,Asian Art,Ewer,Monk’s cap ewer,pitcher
46624,Asian Art,Vase,Vase with ladies and boys,vase
460173,Robert Lehman Collection,Vase,Vase (vaso),vase
314699,The Michael C. Rockefeller Wing,Bottle,Figure Bottle,bottle
48648,Asian Art,Vase,Vase decorated with auspicious animals,vase
871715,European Sculpture and Decorative Arts,Vase,Vase with iris,vase
444518,Islamic Art,Jar,Jar,jar
62769,Asian Art,Tea jar,Tea Jar,jar
47409,Asian Art,Vase,Flask vase,vase
208245,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
194234,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
449089,Islamic Art,Jar,Jar,jar
208121,European Sculpture and Decorative Arts,Pomade pot with cover,Pomade pot with cover,pot
